date,state,fips,cases,deaths,Cases Per Capita,Deaths per capita,,State Population,,
3/20/20,Rhode Island,44,44,0, 4.15 , -   ,," 1,059,361 ",,
3/20/20,South Carolina,45,126,3, 2.45 , 0.06 ,," 5,148,714 ",,
3/20/20,South Dakota,46,14,1, 1.58 , 0.11 ,," 884,659 ",,
3/20/20,Tennessee,47,237,0, 3.47 , -   ,," 6,829,174 ",,
3/20/20,Texas,48,377,5, 1.30 , 0.02 ,," 28,995,881 ",,
3/20/20,Utah,49,112,0, 3.49 , -   ,," 3,205,958 ",,
3/20/20,Vermont,50,29,2, 4.65 , 0.32 ,," 623,989 ",,
3/20/20,Virginia,51,115,2, 1.35 , 0.02 ,," 8,535,519 ",,
3/20/20,Washington,53,1404,83, 18.44 , 1.09 ,," 7,614,893 ",,
3/20/20,West Virginia,54,8,0, 0.45 , -   ,," 1,792,147 ",,
3/20/20,Wisconsin,55,216,3, 3.71 , 0.05 ,," 5,822,434 ",,
3/20/20,Wyoming,56,22,0, 3.80 , -   ,," 578,759 ",,
3/21/20,Alabama,1,131,0, 2.67 , -   ,," 4,903,185 ",,
3/21/20,Alaska,2,21,0, 2.87 , -   ,," 731,545 ",,
3/21/20,Arizona,4,104,1, 1.43 , 0.01 ,," 7,278,717 ",,
3/21/20,Arkansas,5,118,0, 3.91 , -   ,," 3,017,804 ",,
3/21/20,California,6,1544,28, 3.91 , 0.07 ,," 39,512,223 ",,
3/21/20,Colorado,8,475,6, 8.25 , 0.10 ,," 5,758,736 ",,
3/21/20,Connecticut,9,223,5, 6.25 , 0.14 ,," 3,565,287 ",,
3/21/20,Delaware,10,45,0, 4.62 , -   ,," 973,764 ",,
3/21/20,District of Columbia,11,77,1, 10.91 , 0.14 ,," 705,749 ",,
3/21/20,Florida,12,764,11, 3.56 , 0.05 ,," 21,477,737 ",,
3/21/20,Georgia,13,552,20, 5.20 , 0.19 ,," 10,617,423 ",,
3/21/20,Guam,66,15,0, 8.97 , -   ,," 167,294 ",,
3/21/20,Hawaii,15,48,0, 3.39 , -   ,," 1,415,872 ",,
3/21/20,Idaho,16,42,0, 2.35 , -   ,," 1,787,065 ",,
3/21/20,Illinois,17,751,6, 5.93 , 0.05 ,," 12,671,821 ",,
3/21/20,Indiana,18,126,4, 1.87 , 0.06 ,," 6,732,219 ",,
3/21/20,Iowa,19,68,0, 2.16 , -   ,," 3,155,070 ",,
3/21/20,Kansas,20,57,2, 1.96 , 0.07 ,," 2,913,314 ",,
3/21/20,Kentucky,21,84,3, 1.88 , 0.07 ,," 4,467,673 ",,
3/21/20,Louisiana,22,763,16, 16.41 , 0.34 ,," 4,648,794 ",,
3/21/20,Maine,23,70,0, 5.21 , -   ,," 1,344,212 ",,
3/21/20,Maryland,24,195,3, 3.23 , 0.05 ,," 6,045,680 ",,
3/21/20,Massachusetts,25,525,2, 7.62 , 0.03 ,," 6,892,503 ",,
3/21/20,Michigan,26,787,6, 7.88 , 0.06 ,," 9,986,857 ",,
3/21/20,Minnesota,27,138,1, 2.45 , 0.02 ,," 5,639,632 ",,
3/21/20,Mississippi,28,140,1, 4.70 , 0.03 ,," 2,976,149 ",,
3/21/20,Missouri,29,93,3, 1.52 , 0.05 ,," 6,137,428 ",,
3/21/20,Montana,30,29,0, 2.71 , -   ,," 1,068,778 ",,
3/21/20,Nebraska,31,61,0, 3.15 , -   ,," 1,934,408 ",,
3/21/20,Nevada,32,165,2, 5.36 , 0.06 ,," 3,080,156 ",,
3/21/20,New Hampshire,33,65,0, 4.78 , -   ,," 1,359,711 ",,
3/21/20,New Jersey,34,1336,16, 15.04 , 0.18 ,," 8,882,190 ",,
3/21/20,New Mexico,35,57,0, 2.72 , -   ,," 2,096,829 ",,
3/21/20,New York,36,10371,95, 53.31 , 0.49 ,," 19,453,561 ",,
3/21/20,North Carolina,37,184,0, 1.75 , -   ,," 10,488,084 ",,
3/21/20,North Dakota,38,28,0, 3.67 , -   ,," 762,062 ",,
3/21/20,Ohio,39,247,3, 2.11 , 0.03 ,," 11,689,100 ",,
3/21/20,Oklahoma,40,53,1, 1.34 , 0.03 ,," 3,956,971 ",,
3/21/20,Oregon,41,137,4, 3.25 , 0.09 ,," 4,217,737 ",,
3/21/20,Pennsylvania,42,388,2, 3.03 , 0.02 ,," 12,801,989 ",,
3/21/20,Puerto Rico,72,21,1, 0.57 , 0.03 ,," 3,654,474 ",,
3/21/20,Rhode Island,44,66,0, 6.23 , -   ,," 1,059,361 ",,
3/21/20,South Carolina,45,172,3, 3.34 , 0.06 ,," 5,148,714 ",,
3/21/20,South Dakota,46,14,1, 1.58 , 0.11 ,," 884,659 ",,
3/21/20,Tennessee,47,312,2, 4.57 , 0.03 ,," 6,829,174 ",,
3/21/20,Texas,48,547,5, 1.89 , 0.02 ,," 28,995,881 ",,
3/21/20,Utah,49,138,0, 4.30 , -   ,," 3,205,958 ",,
3/21/20,Vermont,50,49,2, 7.85 , 0.32 ,," 623,989 ",,
3/21/20,Virginia,51,152,3, 1.78 , 0.04 ,," 8,535,519 ",,
3/21/20,Washington,53,1655,95, 21.73 , 1.25 ,," 7,614,893 ",,
3/21/20,West Virginia,54,12,0, 0.67 , -   ,," 1,792,147 ",,
3/21/20,Wisconsin,55,281,4, 4.83 , 0.07 ,," 5,822,434 ",,
3/21/20,Wyoming,56,24,0, 4.15 , -   ,," 578,759 ",,
3/22/20,Alabama,1,157,0, 3.20 , -   ,," 4,903,185 ",,
3/22/20,Alaska,2,22,0, 3.01 , -   ,," 731,545 ",,
3/22/20,Arizona,4,153,2, 2.10 , 0.03 ,," 7,278,717 ",,
3/22/20,Arkansas,5,165,0, 5.47 , -   ,," 3,017,804 ",,
3/22/20,California,6,1851,35, 4.68 , 0.09 ,," 39,512,223 ",,
3/22/20,Colorado,8,591,7, 10.26 , 0.12 ,," 5,758,736 ",,
3/22/20,Connecticut,9,327,8, 9.17 , 0.22 ,," 3,565,287 ",,
3/22/20,Delaware,10,56,0, 5.75 , -   ,," 973,764 ",,
3/22/20,District of Columbia,11,98,1, 13.89 , 0.14 ,," 705,749 ",,
3/22/20,Florida,12,1000,13, 4.66 , 0.06 ,," 21,477,737 ",,
3/22/20,Georgia,13,620,25, 5.84 , 0.24 ,," 10,617,423 ",,
3/22/20,Guam,66,27,1, 16.14 , 0.60 ,," 167,294 ",,
3/22/20,Hawaii,15,56,0, 3.96 , -   ,," 1,415,872 ",,
3/22/20,Idaho,16,47,0, 2.63 , -   ,," 1,787,065 ",,
3/22/20,Illinois,17,1047,9, 8.26 , 0.07 ,," 12,671,821 ",,
3/22/20,Indiana,18,201,6, 2.99 , 0.09 ,," 6,732,219 ",,
3/22/20,Iowa,19,90,0, 2.85 , -   ,," 3,155,070 ",,
3/22/20,Kansas,20,66,2, 2.27 , 0.07 ,," 2,913,314 ",,
3/22/20,Kentucky,21,103,3, 2.31 , 0.07 ,," 4,467,673 ",,
3/22/20,Louisiana,22,837,20, 18.00 , 0.43 ,," 4,648,794 ",,
3/22/20,Maine,23,89,0, 6.62 , -   ,," 1,344,212 ",,
3/22/20,Maryland,24,245,3, 4.05 , 0.05 ,," 6,045,680 ",,
3/22/20,Massachusetts,25,646,5, 9.37 , 0.07 ,," 6,892,503 ",,
3/22/20,Michigan,26,1033,9, 10.34 , 0.09 ,," 9,986,857 ",,
3/22/20,Minnesota,27,171,1, 3.03 , 0.02 ,," 5,639,632 ",,
3/22/20,Mississippi,28,207,1, 6.96 , 0.03 ,," 2,976,149 ",,
3/22/20,Missouri,29,130,3, 2.12 , 0.05 ,," 6,137,428 ",,
3/22/20,Montana,30,34,0, 3.18 , -   ,," 1,068,778 ",,
3/22/20,Nebraska,31,62,0, 3.21 , -   ,," 1,934,408 ",,
3/22/20,Nevada,32,190,2, 6.17 , 0.06 ,," 3,080,156 ",,
3/22/20,New Hampshire,33,78,0, 5.74 , -   ,," 1,359,711 ",,
3/22/20,New Jersey,34,1914,20, 21.55 , 0.23 ,," 8,882,190 ",,
3/22/20,New Mexico,35,65,0, 3.10 , -   ,," 2,096,829 ",,
3/22/20,New York,36,15188,142, 78.07 , 0.73 ,," 19,453,561 ",,
3/22/20,North Carolina,37,269,0, 2.56 , -   ,," 10,488,084 ",,
3/22/20,North Dakota,38,30,0, 3.94 , -   ,," 762,062 ",,
3/22/20,Ohio,39,351,3, 3.00 , 0.03 ,," 11,689,100 ",,
3/22/20,Oklahoma,40,67,2, 1.69 , 0.05 ,," 3,956,971 ",,
3/22/20,Oregon,41,161,5, 3.82 , 0.12 ,," 4,217,737 ",,
3/22/20,Pennsylvania,42,504,3, 3.94 , 0.02 ,," 12,801,989 ",,
3/22/20,Puerto Rico,72,23,1, 0.63 , 0.03 ,," 3,654,474 ",,
3/22/20,Rhode Island,44,83,0, 7.83 , -   ,," 1,059,361 ",,
3/22/20,South Carolina,45,194,3, 3.77 , 0.06 ,," 5,148,714 ",,
3/22/20,South Dakota,46,21,1, 2.37 , 0.11 ,," 884,659 ",,
3/22/20,Tennessee,47,424,2, 6.21 , 0.03 ,," 6,829,174 ",,
3/22/20,Texas,48,632,7, 2.18 , 0.02 ,," 28,995,881 ",,
3/22/20,Utah,49,182,1, 5.68 , 0.03 ,," 3,205,958 ",,
3/22/20,Vermont,50,52,2, 8.33 , 0.32 ,," 623,989 ",,
3/22/20,Virginia,51,219,6, 2.57 , 0.07 ,," 8,535,519 ",,
3/22/20,Washington,53,1844,97, 24.22 , 1.27 ,," 7,614,893 ",,
3/22/20,West Virginia,54,16,0, 0.89 , -   ,," 1,792,147 ",,
3/22/20,Wisconsin,55,382,4, 6.56 , 0.07 ,," 5,822,434 ",,
3/22/20,Wyoming,56,26,0, 4.49 , -   ,," 578,759 ",,
3/23/20,Alabama,1,196,0, 4.00 , -   ,," 4,903,185 ",,
3/23/20,Alaska,2,36,0, 4.92 , -   ,," 731,545 ",,
3/23/20,Arizona,4,234,2, 3.21 , 0.03 ,," 7,278,717 ",,
3/23/20,Arkansas,5,201,0, 6.66 , -   ,," 3,017,804 ",,
3/23/20,California,6,2240,39, 5.67 , 0.10 ,," 39,512,223 ",,
3/23/20,Colorado,8,721,10, 12.52 , 0.17 ,," 5,758,736 ",,
3/23/20,Connecticut,9,415,10, 11.64 , 0.28 ,," 3,565,287 ",,
3/23/20,Delaware,10,87,0, 8.93 , -   ,," 973,764 ",,
3/23/20,District of Columbia,11,116,2, 16.44 , 0.28 ,," 705,749 ",,
3/23/20,Florida,12,1222,18, 5.69 , 0.08 ,," 21,477,737 ",,
3/23/20,Georgia,13,800,25, 7.53 , 0.24 ,," 10,617,423 ",,
3/23/20,Guam,66,29,1, 17.33 , 0.60 ,," 167,294 ",,
3/23/20,Hawaii,15,77,0, 5.44 , -   ,," 1,415,872 ",,
3/23/20,Idaho,16,50,0, 2.80 , -   ,," 1,787,065 ",,
3/23/20,Illinois,17,1285,12, 10.14 , 0.09 ,," 12,671,821 ",,
3/23/20,Indiana,18,259,7, 3.85 , 0.10 ,," 6,732,219 ",,
3/23/20,Iowa,19,105,0, 3.33 , -   ,," 3,155,070 ",,
3/23/20,Kansas,20,82,2, 2.81 , 0.07 ,," 2,913,314 ",,
3/23/20,Kentucky,21,124,3, 2.78 , 0.07 ,," 4,467,673 ",,
3/23/20,Louisiana,22,1172,34, 25.21 , 0.73 ,," 4,648,794 ",,
3/23/20,Maine,23,107,0, 7.96 , -   ,," 1,344,212 ",,
3/23/20,Maryland,24,290,3, 4.80 , 0.05 ,," 6,045,680 ",,
3/23/20,Massachusetts,25,777,9, 11.27 , 0.13 ,," 6,892,503 ",,
3/23/20,Michigan,26,1324,16, 13.26 , 0.16 ,," 9,986,857 ",,
3/23/20,Minnesota,27,235,1, 4.17 , 0.02 ,," 5,639,632 ",,
3/23/20,Mississippi,28,249,1, 8.37 , 0.03 ,," 2,976,149 ",,
3/23/20,Missouri,29,183,4, 2.98 , 0.07 ,," 6,137,428 ",,
3/23/20,Montana,30,45,0, 4.21 , -   ,," 1,068,778 ",,
3/23/20,Nebraska,31,73,0, 3.77 , -   ,," 1,934,408 ",,
3/23/20,Nevada,32,265,4, 8.60 , 0.13 ,," 3,080,156 ",,
3/23/20,New Hampshire,33,101,1, 7.43 , 0.07 ,," 1,359,711 ",,
3/23/20,New Jersey,34,2844,27, 32.02 , 0.30 ,," 8,882,190 ",,
3/23/20,New Mexico,35,83,0, 3.96 , -   ,," 2,096,829 ",,
3/23/20,New York,36,20899,183, 107.43 , 0.94 ,," 19,453,561 ",,
3/23/20,North Carolina,37,302,0, 2.88 , -   ,," 10,488,084 ",,
3/23/20,North Dakota,38,32,0, 4.20 , -   ,," 762,062 ",,
3/23/20,Ohio,39,444,6, 3.80 , 0.05 ,," 11,689,100 ",,
3/23/20,Oklahoma,40,81,2, 2.05 , 0.05 ,," 3,956,971 ",,
3/23/20,Oregon,41,191,5, 4.53 , 0.12 ,," 4,217,737 ",,
3/23/20,Pennsylvania,42,644,6, 5.03 , 0.05 ,," 12,801,989 ",,
3/23/20,Puerto Rico,72,31,2, 0.85 , 0.05 ,," 3,654,474 ",,
3/23/20,Rhode Island,44,106,0, 10.01 , -   ,," 1,059,361 ",,
3/23/20,South Carolina,45,299,5, 5.81 , 0.10 ,," 5,148,714 ",,
3/23/20,South Dakota,46,28,1, 3.17 , 0.11 ,," 884,659 ",,
3/23/20,Tennessee,47,522,2, 7.64 , 0.03 ,," 6,829,174 ",,
3/23/20,Texas,48,728,7, 2.51 , 0.02 ,," 28,995,881 ",,
3/23/20,Utah,49,257,1, 8.02 , 0.03 ,," 3,205,958 ",,
3/23/20,Vermont,50,75,2, 12.02 , 0.32 ,," 623,989 ",,
3/23/20,Virginia,51,254,6, 2.98 , 0.07 ,," 8,535,519 ",,
3/23/20,Washington,53,2101,110, 27.59 , 1.44 ,," 7,614,893 ",,
3/23/20,West Virginia,54,16,0, 0.89 , -   ,," 1,792,147 ",,
3/23/20,Wisconsin,55,418,5, 7.18 , 0.09 ,," 5,822,434 ",,
3/23/20,Wyoming,56,28,0, 4.84 , -   ,," 578,759 ",,
3/24/20,Alabama,1,242,0, 4.94 , -   ,," 4,903,185 ",,
3/24/20,Alaska,2,42,0, 5.74 , -   ,," 731,545 ",,
3/24/20,Arizona,4,326,6, 4.48 , 0.08 ,," 7,278,717 ",,
3/24/20,Arkansas,5,231,2, 7.65 , 0.07 ,," 3,017,804 ",,
3/24/20,California,6,2644,52, 6.69 , 0.13 ,," 39,512,223 ",,
3/24/20,Colorado,8,912,11, 15.84 , 0.19 ,," 5,758,736 ",,
3/24/20,Connecticut,9,618,12, 17.33 , 0.34 ,," 3,565,287 ",,
3/24/20,Delaware,10,104,0, 10.68 , -   ,," 973,764 ",,
3/24/20,District of Columbia,11,137,2, 19.41 , 0.28 ,," 705,749 ",,
3/24/20,Florida,12,1467,19, 6.83 , 0.09 ,," 21,477,737 ",,
3/24/20,Georgia,13,1095,38, 10.31 , 0.36 ,," 10,617,423 ",,
3/24/20,Guam,66,32,1, 19.13 , 0.60 ,," 167,294 ",,
3/24/20,Hawaii,15,90,0, 6.36 , -   ,," 1,415,872 ",,
3/24/20,Idaho,16,73,0, 4.08 , -   ,," 1,787,065 ",,
3/24/20,Illinois,17,1535,16, 12.11 , 0.13 ,," 12,671,821 ",,
3/24/20,Indiana,18,366,12, 5.44 , 0.18 ,," 6,732,219 ",,
3/24/20,Iowa,19,124,1, 3.93 , 0.03 ,," 3,155,070 ",,
3/24/20,Kansas,20,99,3, 3.40 , 0.10 ,," 2,913,314 ",,
3/24/20,Kentucky,21,157,3, 3.51 , 0.07 ,," 4,467,673 ",,
3/24/20,Louisiana,22,1388,46, 29.86 , 0.99 ,," 4,648,794 ",,
3/24/20,Maine,23,118,0, 8.78 , -   ,," 1,344,212 ",,
3/24/20,Maryland,24,349,4, 5.77 , 0.07 ,," 6,045,680 ",,
3/24/20,Massachusetts,25,1159,11, 16.82 , 0.16 ,," 6,892,503 ",,
3/24/20,Michigan,26,1791,24, 17.93 , 0.24 ,," 9,986,857 ",,
3/24/20,Minnesota,27,262,1, 4.65 , 0.02 ,," 5,639,632 ",,
3/24/20,Mississippi,28,320,1, 10.75 , 0.03 ,," 2,976,149 ",,
3/24/20,Missouri,29,255,5, 4.15 , 0.08 ,," 6,137,428 ",,
3/24/20,Montana,30,51,0, 4.77 , -   ,," 1,068,778 ",,
3/24/20,Nebraska,31,77,0, 3.98 , -   ,," 1,934,408 ",,
3/24/20,Nevada,32,315,6, 10.23 , 0.19 ,," 3,080,156 ",,
3/24/20,New Hampshire,33,108,1, 7.94 , 0.07 ,," 1,359,711 ",,
3/24/20,New Jersey,34,3675,44, 41.37 , 0.50 ,," 8,882,190 ",,
3/24/20,New Mexico,35,100,0, 4.77 , -   ,," 2,096,829 ",,
3/24/20,New York,36,25703,256, 132.12 , 1.32 ,," 19,453,561 ",,
3/24/20,North Carolina,37,397,0, 3.79 , -   ,," 10,488,084 ",,
3/24/20,North Dakota,38,36,0, 4.72 , -   ,," 762,062 ",,
3/24/20,Ohio,39,564,8, 4.83 , 0.07 ,," 11,689,100 ",,
3/24/20,Oklahoma,40,106,3, 2.68 , 0.08 ,," 3,956,971 ",,
3/24/20,Oregon,41,209,8, 4.96 , 0.19 ,," 4,217,737 ",,
3/24/20,Pennsylvania,42,851,7, 6.65 , 0.05 ,," 12,801,989 ",,
3/24/20,Puerto Rico,72,39,2, 1.07 , 0.05 ,," 3,654,474 ",,
3/24/20,Rhode Island,44,124,0, 11.71 , -   ,," 1,059,361 ",,
3/24/20,South Carolina,45,342,7, 6.64 , 0.14 ,," 5,148,714 ",,
3/24/20,South Dakota,46,30,1, 3.39 , 0.11 ,," 884,659 ",,
3/24/20,Tennessee,47,678,2, 9.93 , 0.03 ,," 6,829,174 ",,
3/24/20,Texas,48,857,11, 2.96 , 0.04 ,," 28,995,881 ",,
3/24/20,Utah,49,298,1, 9.30 , 0.03 ,," 3,205,958 ",,
3/24/20,Vermont,50,95,7, 15.22 , 1.12 ,," 623,989 ",,
3/24/20,Virginia,51,290,7, 3.40 , 0.08 ,," 8,535,519 ",,
3/24/20,Washington,53,2469,123, 32.42 , 1.62 ,," 7,614,893 ",,
3/24/20,West Virginia,54,39,0, 2.18 , -   ,," 1,792,147 ",,
3/24/20,Wisconsin,55,481,5, 8.26 , 0.09 ,," 5,822,434 ",,
3/24/20,Wyoming,56,37,0, 6.39 , -   ,," 578,759 ",,
3/25/20,Alabama,1,386,1, 7.87 , 0.02 ,," 4,903,185 ",,
3/25/20,Alaska,2,59,0, 8.07 , -   ,," 731,545 ",,
3/25/20,Arizona,4,402,6, 5.52 , 0.08 ,," 7,278,717 ",,
3/25/20,Arkansas,5,307,2, 10.17 , 0.07 ,," 3,017,804 ",,
3/25/20,California,6,3183,67, 8.06 , 0.17 ,," 39,512,223 ",,
3/25/20,Colorado,8,1086,19, 18.86 , 0.33 ,," 5,758,736 ",,
3/25/20,Connecticut,9,875,19, 24.54 , 0.53 ,," 3,565,287 ",,
3/25/20,Delaware,10,119,0, 12.22 , -   ,," 973,764 ",,
3/25/20,District of Columbia,11,183,2, 25.93 , 0.28 ,," 705,749 ",,
3/25/20,Florida,12,1965,23, 9.15 , 0.11 ,," 21,477,737 ",,
3/25/20,Georgia,13,1385,47, 13.04 , 0.44 ,," 10,617,423 ",,
3/25/20,Guam,66,32,1, 19.13 , 0.60 ,," 167,294 ",,
3/25/20,Hawaii,15,95,0, 6.71 , -   ,," 1,415,872 ",,
3/25/20,Idaho,16,123,0, 6.88 , -   ,," 1,787,065 ",,
3/25/20,Illinois,17,1874,21, 14.79 , 0.17 ,," 12,671,821 ",,
3/25/20,Indiana,18,479,14, 7.12 , 0.21 ,," 6,732,219 ",,
3/25/20,Iowa,19,145,1, 4.60 , 0.03 ,," 3,155,070 ",,
3/25/20,Kansas,20,132,3, 4.53 , 0.10 ,," 2,913,314 ",,
3/25/20,Kentucky,21,198,5, 4.43 , 0.11 ,," 4,467,673 ",,
3/25/20,Louisiana,22,1795,65, 38.61 , 1.40 ,," 4,648,794 ",,
3/25/20,Maine,23,142,0, 10.56 , -   ,," 1,344,212 ",,
3/25/20,Maryland,24,423,4, 7.00 , 0.07 ,," 6,045,680 ",,
3/25/20,Massachusetts,25,1838,15, 26.67 , 0.22 ,," 6,892,503 ",,
3/25/20,Michigan,26,2293,43, 22.96 , 0.43 ,," 9,986,857 ",,
3/25/20,Minnesota,27,287,1, 5.09 , 0.02 ,," 5,639,632 ",,
3/25/20,Mississippi,28,376,5, 12.63 , 0.17 ,," 2,976,149 ",,
3/25/20,Missouri,29,377,8, 6.14 , 0.13 ,," 6,137,428 ",,
3/25/20,Montana,30,65,0, 6.08 , -   ,," 1,068,778 ",,
3/25/20,Nebraska,31,84,0, 4.34 , -   ,," 1,934,408 ",,
3/25/20,Nevada,32,405,10, 13.15 , 0.32 ,," 3,080,156 ",,
3/25/20,New Hampshire,33,137,1, 10.08 , 0.07 ,," 1,359,711 ",,
3/25/20,New Jersey,34,4402,62, 49.56 , 0.70 ,," 8,882,190 ",,
3/25/20,New Mexico,35,112,1, 5.34 , 0.05 ,," 2,096,829 ",,
3/25/20,New York,36,33116,375, 170.23 , 1.93 ,," 19,453,561 ",,
3/25/20,North Carolina,37,561,1, 5.35 , 0.01 ,," 10,488,084 ",,
3/25/20,North Dakota,38,45,0, 5.91 , -   ,," 762,062 ",,
3/25/20,Ohio,39,706,11, 6.04 , 0.09 ,," 11,689,100 ",,
3/25/20,Oklahoma,40,164,5, 4.14 , 0.13 ,," 3,956,971 ",,
3/25/20,Oregon,41,266,10, 6.31 , 0.24 ,," 4,217,737 ",,
3/25/20,Pennsylvania,42,1151,11, 8.99 , 0.09 ,," 12,801,989 ",,
3/25/20,Puerto Rico,72,51,2, 1.40 , 0.05 ,," 3,654,474 ",,
3/25/20,Rhode Island,44,132,0, 12.46 , -   ,," 1,059,361 ",,
3/25/20,South Carolina,45,424,7, 8.24 , 0.14 ,," 5,148,714 ",,
3/25/20,South Dakota,46,41,1, 4.63 , 0.11 ,," 884,659 ",,
3/25/20,Tennessee,47,806,3, 11.80 , 0.04 ,," 6,829,174 ",,
3/25/20,Texas,48,1119,12, 3.86 , 0.04 ,," 28,995,881 ",,
3/25/20,Utah,49,346,1, 10.79 , 0.03 ,," 3,205,958 ",,
3/25/20,Vermont,50,123,8, 19.71 , 1.28 ,," 623,989 ",,
3/25/20,Virginia,51,390,9, 4.57 , 0.11 ,," 8,535,519 ",,
3/25/20,Washington,53,2585,130, 33.95 , 1.71 ,," 7,614,893 ",,
3/25/20,West Virginia,54,51,0, 2.85 , -   ,," 1,792,147 ",,
3/25/20,Wisconsin,55,623,7, 10.70 , 0.12 ,," 5,822,434 ",,
3/25/20,Wyoming,56,49,0, 8.47 , -   ,," 578,759 ",,
3/26/20,Alabama,1,538,3, 10.97 , 0.06 ,," 4,903,185 ",,
3/26/20,Alaska,2,69,0, 9.43 , -   ,," 731,545 ",,
3/26/20,Arizona,4,508,8, 6.98 , 0.11 ,," 7,278,717 ",,
3/26/20,Arkansas,5,350,3, 11.60 , 0.10 ,," 3,017,804 ",,
3/26/20,California,6,4060,82, 10.28 , 0.21 ,," 39,512,223 ",,
3/26/20,Colorado,8,1432,24, 24.87 , 0.42 ,," 5,758,736 ",,
3/26/20,Connecticut,9,1012,21, 28.38 , 0.59 ,," 3,565,287 ",,
3/26/20,Delaware,10,143,1, 14.69 , 0.10 ,," 973,764 ",,
3/26/20,District of Columbia,11,231,3, 32.73 , 0.43 ,," 705,749 ",,
3/26/20,Florida,12,2477,29, 11.53 , 0.14 ,," 21,477,737 ",,
3/26/20,Georgia,13,1641,56, 15.46 , 0.53 ,," 10,617,423 ",,
3/26/20,Guam,66,49,1, 29.29 , 0.60 ,," 167,294 ",,
3/26/20,Hawaii,15,106,0, 7.49 , -   ,," 1,415,872 ",,
3/26/20,Idaho,16,189,3, 10.58 , 0.17 ,," 1,787,065 ",,
3/26/20,Illinois,17,2538,26, 20.03 , 0.21 ,," 12,671,821 ",,
3/26/20,Indiana,18,656,18, 9.74 , 0.27 ,," 6,732,219 ",,
3/26/20,Iowa,19,179,1, 5.67 , 0.03 ,," 3,155,070 ",,
3/26/20,Kansas,20,171,3, 5.87 , 0.10 ,," 2,913,314 ",,
3/26/20,Kentucky,21,248,5, 5.55 , 0.11 ,," 4,467,673 ",,
3/26/20,Louisiana,22,2305,83, 49.58 , 1.79 ,," 4,648,794 ",,
3/26/20,Maine,23,155,0, 11.53 , -   ,," 1,344,212 ",,
3/26/20,Maryland,24,581,4, 9.61 , 0.07 ,," 6,045,680 ",,
3/26/20,Massachusetts,25,2417,25, 35.07 , 0.36 ,," 6,892,503 ",,
3/26/20,Michigan,26,2877,63, 28.81 , 0.63 ,," 9,986,857 ",,
3/26/20,Minnesota,27,346,2, 6.14 , 0.04 ,," 5,639,632 ",,
3/26/20,Mississippi,28,486,6, 16.33 , 0.20 ,," 2,976,149 ",,
3/26/20,Missouri,29,507,8, 8.26 , 0.13 ,," 6,137,428 ",,
3/26/20,Montana,30,90,0, 8.42 , -   ,," 1,068,778 ",,
3/26/20,Nebraska,31,91,0, 4.70 , -   ,," 1,934,408 ",,
3/26/20,Nevada,32,535,10, 17.37 , 0.32 ,," 3,080,156 ",,
3/26/20,New Hampshire,33,158,1, 11.62 , 0.07 ,," 1,359,711 ",,
3/26/20,New Jersey,34,6876,81, 77.41 , 0.91 ,," 8,882,190 ",,
3/26/20,New Mexico,35,136,1, 6.49 , 0.05 ,," 2,096,829 ",,
3/26/20,New York,36,39057,502, 200.77 , 2.58 ,," 19,453,561 ",,
3/26/20,North Carolina,37,637,2, 6.07 , 0.02 ,," 10,488,084 ",,
3/26/20,North Dakota,38,58,0, 7.61 , -   ,," 762,062 ",,
3/26/20,Ohio,39,867,15, 7.42 , 0.13 ,," 11,689,100 ",,
3/26/20,Oklahoma,40,248,7, 6.27 , 0.18 ,," 3,956,971 ",,
3/26/20,Oregon,41,316,11, 7.49 , 0.26 ,," 4,217,737 ",,
3/26/20,Pennsylvania,42,1690,16, 13.20 , 0.12 ,," 12,801,989 ",,
3/26/20,Puerto Rico,72,64,2, 1.75 , 0.05 ,," 3,654,474 ",,
3/26/20,Rhode Island,44,165,0, 15.58 , -   ,," 1,059,361 ",,
3/26/20,South Carolina,45,456,9, 8.86 , 0.17 ,," 5,148,714 ",,
3/26/20,South Dakota,46,46,1, 5.20 , 0.11 ,," 884,659 ",,
3/26/20,Tennessee,47,981,3, 14.36 , 0.04 ,," 6,829,174 ",,
3/26/20,Texas,48,1542,21, 5.32 , 0.07 ,," 28,995,881 ",,
3/26/20,Utah,49,402,1, 12.54 , 0.03 ,," 3,205,958 ",,
3/26/20,Vermont,50,158,9, 25.32 , 1.44 ,," 623,989 ",,
3/26/20,Virginia,51,603,14, 7.06 , 0.16 ,," 8,535,519 ",,
3/26/20,Washington,53,3208,151, 42.13 , 1.98 ,," 7,614,893 ",,
3/26/20,West Virginia,54,76,0, 4.24 , -   ,," 1,792,147 ",,
3/26/20,Wisconsin,55,754,10, 12.95 , 0.17 ,," 5,822,434 ",,
3/26/20,Wyoming,56,56,0, 9.68 , -   ,," 578,759 ",,
3/27/20,Alabama,1,639,4, 13.03 , 0.08 ,," 4,903,185 ",,
3/27/20,Alaska,2,85,1, 11.62 , 0.14 ,," 731,545 ",,
3/27/20,Arizona,4,665,15, 9.14 , 0.21 ,," 7,278,717 ",,
3/27/20,Arkansas,5,385,3, 12.76 , 0.10 ,," 3,017,804 ",,
3/27/20,California,6,4914,102, 12.44 , 0.26 ,," 39,512,223 ",,
3/27/20,Colorado,8,1735,31, 30.13 , 0.54 ,," 5,758,736 ",,
